StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q526_Browser,Q526_Version,Q526_Operating System,Q526_Resolution,QRead,Consent_visual,Gender,Tram_jubilacion,Birth,Educ,EpistemicC_1,EpistemicC_2,EpistemicC_3,EpistemicC_4,EpistemicC_5,EpistemicC_6,HSist,HSist_9_TEXT,FamGroup,Longevidad,MAge,DAge,PStable,PBirth,MoAFP,PlanJubi,PlanJubi_6_TEXT,Advice,PAdvice,Q493,EPension_PuvsPri,sesion,time_consent,time_cotizacion,time_baseline_1,time_t1_1,time_t2_1,time_t3_1,time_baseline_p,time_t1_2,time_t2_2,time_t3_2,time_consent_welcome,UserAge,source,perfil,PC,survey,show-up,UID,useridn,website,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,noun,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Click to write the question text - Navegador,Click to write the question text - Versión,Click to write the question text - Sistema operativo,Click to write the question text - Resolución,"Por favor, confirme que ha leído y entendido las reglas indicadas arriba.","Por favor, confirme si permite o no el registro de su participación mediante fotografías o vídeos.",¿Me identifico como ...? (Por motivos de implementación de la encuesta le presentamos dos opciones),¿Se encuentra usted jubilado/a y/o haciendo trámites para su jubilación?,¿Cuál es su año de nacimiento?,¿Cuál es su nivel de estudios?,¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - En situaciones nuevas busco activamente la mayor cantidad de información posible.,¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Click to write Statement 6,¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Siempre estoy buscando experiencias que desafíen mi forma de pensar.,"¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Soy el tipo de persona que disfruta de conocer personas, eventos y lugares desconocidos.",¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Evito trabajos rutinarios.,"¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Dondequiera que voy, busco cosas o experiencias nuevas.",¿A qué sistema previsional de salud pertenece usted? - Selected Choice,¿A qué sistema previsional de salud pertenece usted? - Otro sistema - Texto,"Incluyéndose usted, ¿Cuántas personas viven en su hogar en la actualidad? 
(No considere servicio doméstico, aunque sea puertas adentro).","La edad de fallecimiento de los padres es un buen predictor de su longevidad. Al pensar en su pensión es importante que tome en consideración cuántos años más va a vivir.



Por favor, conteste las siguientes preguntas","Piense en su madre. Si es que falleció, ¿qué edad tenía ella cuando murió?","Ahora piense en su padre. Si es que falleció, ¿qué edad tenía él cuando murió ?","¿Tiene usted una relación de pareja estable? (Una relación de pareja estable puede ser un matrimonio, unión civil o conviviente de cualquier género)",¿Cuál es el año de nacimiento de su pareja?,¿Cuenta con ahorros en alguna Administradora de Fondos de Pensiones (AFP)?,¿Cuál es su plan para jubilarse? - Selected Choice,"¿Cuál es su plan para jubilarse? - Otro (por favor, especifique) - Texto",¿Ha recibido usted alguna vez asesoría de algún especialista en materias de pensiones?,¿Está dentro de sus planes contratar una asesoría en materia de pensiones?,"Considere este perfil para responder las siguientes preguntas:



 
[Field-name5] (65 años) dedicó la mayor parte de su vida a la enseñanza. Como no podía encontrar un trabajo puertas afuera acorde a sus necesidades, [Field-pn1] decidió instalar una guardería en su propia casa. [Field-name5] todavía no tiene intenciones de iniciar su jubilación en su AFP, pues quiere seguir trabajando en su guardería, pero sabe que puede solicitar una pensión del Estado que le sería útil para gastos imprevistos.

 

Considerando su situación, [Field-pn1] quiere saber cuál es la opción de pensión que más le conviene.","En el Sistema de Pensiones de Chile existen dos mecanismos a través de los cuales uno puede acceder a una pensión: el sistema privado con los ahorros acumulados en las AFP y los beneficios públicos de pensión como la Pensión Garantizada Universal. 

 

A continuación le presentaremos información sobre uno de estos dos mecanismos, por favor, escoja el que sea de su mayor interés:",sesion,time_consent,time_cotizacion,time_baseline_1,time_t1_1,time_t2_1,time_t3_1,time_baseline_p,time_t1_2,time_t2_2,time_t3_2,time_consent_welcome,UserAge,source,perfil,PC,survey,show-up,UID,useridn,website,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,noun,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella
08/11/2022 09:26,08/11/2022 09:30,IP Address,158.170.47.20,100,252,TRUE,08/11/2022 09:30,R_25vi24nwbubYrtX,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,106.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1990,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",ISAPRE,-99,3,-99,Más de 90,Más de 90,No,,Sí,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,-99,No recuerda,No lo ha pensado,,,lab,29:12.1,31:20.5,,,,,,,,32:47.1,29:18.5,32,,6,SCESS-LAB-02B,OE_USACH_DL_01,6500,9402-2-3-32-6-SCESS-LAB-02B,9402,3,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
08/11/2022 09:41,08/11/2022 09:46,IP Address,158.170.47.121,100,290,TRUE,08/11/2022 09:46,R_2dhbt0eYzFX41zX,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,105.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",M,No,2000,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",Sistema Público FONASA grupo A,-99,8,-99,81-90,Aún no ha fallecido,No,,No sabe,,,No recuerda,Sí,,,lab,43:14.2,46:55.5,,,,47:34.5,,,,,43:18.9,22,,1,SCESS-LAB-06F,OE_USACH_DL_01,6500,9109-1-6-22-1-SCESS-LAB-06F,9109,6,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
08/11/2022 09:44,08/11/2022 09:53,IP Address,158.170.47.82,100,545,TRUE,08/11/2022 09:53,R_0jLMJsuaf67KzoB,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,106.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,Sí,,,,,,,,,,,,,,,,,,,,,,,,lab,54:21.5,,,,,,,,,,54:27.1,,,0,SCESS-LAB-07G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2022 09:54,08/11/2022 09:56,IP Address,158.170.47.82,100,124,TRUE,08/11/2022 09:56,R_8JoNyUALHPBs2Od,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,106.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",M,No,1995,Educación Media científico-humanista o Técnica,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",Sistema Público FONASA no sabe grupo,-99,9,-99,61-70,Más de 90,No,,No,,,No,Sí,-99,,lab,55:24.6,56:30.1,,,,,,,,57:10.8,55:29.3,27,,5,SCESS-LAB-07G,OE_USACH_DL_01,6500,1289-1-3-27-5-SCESS-LAB-07G,1289,3,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
08/11/2022 10:04,08/11/2022 10:07,IP Address,158.170.47.71,100,148,TRUE,08/11/2022 10:07,R_2Vt2WJWnZnZpgZR,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",M,No,1998,Postgrado,"En
desacuerdo",,"En
desacuerdo","En
desacuerdo","En
desacuerdo","En
desacuerdo",Ninguno,-99,8,-99,61-70,71-80,No,,Sí,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,-99,No recuerda,Sí,,,lab,05:05.0,06:24.6,,07:15.7,,,,,,,05:08.6,24,,2,SCESS-LAB-10J,OE_USACH_DL_01,6500,4061-1-4-24-2-SCESS-LAB-10J,4061,4,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
08/11/2022 10:11,08/11/2022 10:13,IP Address,158.170.47.85,100,131,TRUE,08/11/2022 10:13,R_1pWrJ1p7YlYyPjR,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,105.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1949,Educación Básica,"Ni de acuerdo,
ni en desacuerdo",,"Ni de acuerdo,
ni en desacuerdo","Ni de acuerdo,
ni en desacuerdo","Ni de acuerdo,
ni en desacuerdo","Ni de acuerdo,
ni en desacuerdo",Sistema Público FONASA grupo C,-99,8,-99,51-60,Más de 90,No,,No,,,No recuerda,No,,Modalidades privadas de pensión (AFP),lab,12:54.8,14:33.3,,14:48.6,,,,,,,12:59.7,73,,0,SCESS-LAB-13M,OE_USACH_DL_01,6500,8042-2-4-73-0-SCESS-LAB-13M,8042,4,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
08/11/2022 10:14,08/11/2022 10:15,IP Address,158.170.47.85,100,106,TRUE,08/11/2022 10:15,R_1EYAvnJL7o15XQ3,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,105.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1993,Educación Superior Técnico o Universitaria,"Totalmente
en desacuerdo",,"Totalmente
en desacuerdo","Totalmente
en desacuerdo","Totalmente
en desacuerdo","Totalmente
en desacuerdo",Sistema Público FONASA grupo C,-99,6,-99,51-60,Más de 90,No,,No,,,Sí,Sí,,,lab,15:19.5,16:22.6,,,,,,,16:50.1,,15:23.3,29,,8,SCESS-LAB-13M,OE_USACH_DL_01,6500,4804-2-2-29-8-SCESS-LAB-13M,4804,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
08/11/2022 09:40,08/11/2022 10:23,IP Address,158.170.47.26,100,2543,TRUE,08/11/2022 10:23,R_2SehABKm9uvFDhU,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,106.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1998,Educación Superior Técnico o Universitaria,"De
acuerdo",,"De
acuerdo","De
acuerdo","De
acuerdo","De
acuerdo",Sistema Público FONASA grupo C,-99,6,-99,71-80,51-60,No,,No,,,Sí,No,,,lab,23:04.3,25:06.6,,,26:10.7,,,,,,23:10.3,24,,3,SCESS-LAB-04D,OE_USACH_DL_01,6500,1518-2-5-24-3-SCESS-LAB-04D,1518,5,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
08/11/2022 10:23,08/11/2022 10:26,IP Address,158.170.47.77,100,173,TRUE,08/11/2022 10:26,R_1o10ORTbe5na4At,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",M,No,1999,Educación Superior Técnico o Universitaria,"De
acuerdo",,"De
acuerdo","De
acuerdo","De
acuerdo","De
acuerdo",Sistema Público FONASA no sabe grupo,-99,2,-99,61-70,Más de 90,No,,No,,,No,No,,,lab,24:43.0,25:41.1,,,,,,27:13.4,,,24:47.2,23,,6,SCESS-LAB-08H,OE_USACH_DL_01,6500,498-1-1-23-6-SCESS-LAB-08H,498,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
08/11/2022 10:15,08/11/2022 10:30,IP Address,158.170.47.87,100,935,TRUE,08/11/2022 10:30,R_27jy6DWIpnTOFd8,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,106.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1952,Educación Superior Técnico o Universitaria,"Ni de acuerdo,
ni en desacuerdo",,"Ni de acuerdo,
ni en desacuerdo","Ni de acuerdo,
ni en desacuerdo","Ni de acuerdo,
ni en desacuerdo","Ni de acuerdo,
ni en desacuerdo",Sistema Público FONASA grupo D,-99,6,-99,Más de 90,71-80,No,,No,,,Sí,No,,Modalidades privadas de pensión (AFP),lab,31:14.8,31:53.7,,,,32:04.6,,,,,31:19.7,70,,0,SCESS-LAB-11K,OE_USACH_DL_01,6500,6297-2-6-70-0-SCESS-LAB-11K,6297,6,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
